AsOfDate,Io_Bonds,Europa_Bonds,Callisto_Bonds,Ganymede_Bonds,Io_Stocks,Europa_Stocks,Callisto_Stocks,Ganymede_Stocks,Europa_Io_FX,Callisto_Io_FX,Ganymede_Io_FX,Oil,Copper,Gold
1993-08-30,0.00769380263547089,0.09113215207903516,0.04740064924123426,0.07270463318188988,0.027252963879764,0.004704307271108124,0.028243750444177353,0.05606928996964796,-1.6670211322482535e-05,-2.383879335936025e-05,7.419900805378405e-05,-0.004211152256677226,-0.01875807589657156,0.026603018389760723
1993-08-31,0.007693762830997294,0.09082712468492578,0.04676553878738652,0.07231419517391689,0.027110998858994692,0.004899414876812788,0.02814820139844384,0.055861968530823966,1.2070951012568288e-05,-1.2010894281730774e-05,6.291315750967696e-05,-0.004149033376852673,-0.018765807254408216,0.02636870211493589
1993-09-01,0.007693721582970813,0.0904354228341918,0.04613686097837175,0.07182834678804512,0.026929558475767158,0.005094163545554049,0.028034468856597966,0.05567465385221684,2.7380447934873206e-05,1.5133016853863573e-05,7.873471567816397e-05,-0.004071122928124555,-0.018774506361709832,0.026144590999112417
1993-09-02,0.007693673637981902,0.08994261078990402,0.04555684731248733,0.07112875441617302,0.026736096922252137,0.005319131613102298,0.027987093612486916,0.05550292908578453,1.146426804189866e-05,2.6337127485881476e-05,0.00010580377822159314,-0.003966338374741425,-0.018752187661245198,0.025914930635370054
1993-09-03,0.007693609147391747,0.08942356256333478,0.04510048725292056,0.07062459955616084,0.026601978598514247,0.005539027899913802,0.027891654328512983,0.055339926253952676,-1.8429538960142035e-05,7.56800433188138e-06,0.00011427013540826909,-0.0038537543444276197,-0.018748467353641718,0.02569897821106428
1993-09-06,0.007693491785960973,0.08893445055367066,0.04462584064653953,0.07020262433348755,0.02643828329754719,0.005742804070366206,0.02786581717485789,0.055138595707044075,-7.5472176131165185e-06,-6.009768653199659e-07,0.0001151617911998704,-0.003743277083668967,-0.01875846650922878,0.02545912423789455
1993-09-07,0.007693266065431186,0.0883925286251551,0.044223270803257386,0.0696289747554989,0.026287751556477033,0.005931765881868028,0.027822922225380204,0.05495771576399775,-1.6055184084631294e-06,-3.3996139864862504e-06,0.00011439316033756411,-0.0036425120012291206,-0.0187666303881985,0.02524691001617976
1993-09-08,0.007692840244828327,0.08778733389051607,0.04383218437664244,0.0689775250388924,0.026173167447054394,0.006154544685876033,0.02780792294313179,0.05481931336936172,3.877654037999579e-06,-1.7106574610465804e-06,0.00011720556508040017,-0.0035603343573044764,-0.018742679711465315,0.0250139781859065
1993-09-09,0.007692757650121291,0.08728903613614249,0.04347225951685085,0.06836396417154682,0.02607816409598123,0.006367419055002355,0.02778308216632218,0.054699195620838414,-9.073673517875192e-06,-1.1182874675499866e-05,0.00010673741717665431,-0.0034662588040806465,-0.018723624570432675,0.02481238597726274
1993-09-10,0.007692556537592752,0.08683047088252983,0.04311616503858331,0.0678008469628365,0.0259859653806312,0.006551995409624382,0.027757208718038662,0.05467451699469575,3.9716995539213984e-05,2.7604507005655472e-05,0.0001358503687555646,-0.003393772029469684,-0.018691632045226947,0.024633339254838495
1993-09-13,0.007692337456243416,0.08629736692792772,0.042755298642526696,0.06721279095582769,0.025888429774625524,0.006732333516152463,0.02773480698429922,0.054568218233557,5.926261381148895e-05,8.589522043659495e-05,0.00022318426339350012,-0.0033450157654544618,-0.018648748679883892,0.024459945362927605
1993-09-14,0.007692205208467732,0.08581095925009086,0.04238725844874968,0.06672820685863713,0.025776825337278226,0.006899206294500419,0.027707545283590738,0.05440200773613727,7.21444273173077e-05,0.00015746939449009866,0.00038142607389047255,-0.003311318740444148,-0.01861079448828508,0.024288129648666834
1993-09-15,0.007692172630122108,0.08527829994822392,0.042091949509633464,0.06624108603009475,0.025679232929603824,0.007065847538560006,0.027668386089919998,0.05419827081387113,8.613320109430317e-05,0.0002434672296923687,0.00062505460170729,-0.00328887571076567,-0.018559845784584212,0.024146587141065677
1993-09-16,0.007691491351408806,0.08493718932620035,0.041899076406986153,0.06595447718300336,0.025580855908168467,0.007169936532482678,0.027585671279855176,0.053930769848645047,9.109863442693198e-05,0.0003316275949129593,0.0009599552261809984,-0.0033077271367430365,-0.018523806056919462,0.024040282703791875
1993-09-17,0.0076908961124720985,0.08473646702962119,0.04169046298845138,0.06576210972328965,0.02549849936251975,0.0072127451191123584,0.027510119632433435,0.053718332071638876,6.840751853705138e-06,0.0003359013535919303,0.00129841008945205,-0.0033177277427369257,-0.018495728195546766,0.02398463074380581
1993-09-20,0.007690362085275116,0.08439830783282472,0.04147800747955372,0.06548333767381745,0.025417812689174153,0.0072600552813640445,0.0274355130664946,0.05350787913721171,-8.66395550667568e-06,0.0003249454620337457,0.001625406347780452,-0.0033235254537325146,-0.01845409152059349,0.023921852107288446
1993-09-21,0.007689857274434627,0.08418534442193454,0.041306372926415806,0.06531543929794316,0.025371514471599386,0.007269746228733941,0.02739618335283519,0.05337926796027873,-1.640623631432129e-05,0.00030636768796383747,0.001933521850224614,-0.0033236449254325125,-0.018417391503200112,0.023917546167630747
1993-09-22,0.007689382903528027,0.08389081364392888,0.04116187955812473,0.06500225919719932,0.0253081008933251,0.007279868613608905,0.02734533145109794,0.053217090824102475,-2.8889453283770515e-05,0.0002754264285585638,0.0022104430012827125,-0.003319728349715589,-0.018393665565801562,0.023933795677957122
1993-09-23,0.0076888975976602035,0.08379277283541306,0.041020981307525684,0.06484503847662462,0.025268503075054717,0.0072879837807403825,0.027320913500499422,0.05311440610579964,-2.6920841587216203e-05,0.0002463967891422122,0.0024582399138135154,-0.003325484788666714,-0.018383954620225858,0.02394766313982596
1993-09-24,0.0076884016880657165,0.08376343102948014,0.04084399263458921,0.06471143883249698,0.02524294163295678,0.007288043541089642,0.027341114737062015,0.05306011797239588,-7.3958854483591635e-06,0.00023682806333036048,0.0026963876135243504,-0.003328288147390554,-0.018369823954461545,0.02396810027633906
1993-09-27,0.007687896371609731,0.08369802921623395,0.04067810807076456,0.0644479662605157,0.025203764473263595,0.007301253873655137,0.027320045236936524,0.052930944422233464,1.4987365470194515e-05,0.00024956978470271974,0.0029471966134293455,-0.0033289098009034713,-0.018357834134509553,0.024001342038366694
1993-09-28,0.007687394035719411,0.0834426911668369,0.04048596934374843,0.06401945424531741,0.0251901712188583,0.0073185019826197606,0.027258896793841997,0.0527961336514919,5.762701767479772e-06,0.00025306651307592553,0.0032013929727693004,-0.003317685525984383,-0.01831793163598689,0.02402291439750444
1993-09-29,0.007686874601541708,0.08325064731002976,0.04026180331940037,0.06351876328019912,0.025189647875875174,0.007327963919992675,0.02720300665131959,0.052657538263488124,5.1426032838003714e-06,0.00025585342258948034,0.003458309535326753,-0.0033095573157478765,-0.018258925594257076,0.024029517786562652
1993-09-30,0.007686302540297799,0.08325265732654191,0.04004295394786258,0.06314817845533595,0.025199475706963563,0.007334937293149062,0.027166400684170644,0.05250636063231413,1.7994884464912003e-05,0.0002712327089878401,0.0037306017754246763,-0.0032993527592374934,-0.01820482035242682,0.024043530176911267
1993-10-01,0.0076856459576433896,0.08321345117102669,0.03984542359442587,0.0627416683277291,0.02522776659324603,0.007331558046697409,0.027118202088140007,0.05236770545009957,1.6848740147374188e-06,0.0002698944534217147,0.004001590198598602,-0.0032965383138863955,-0.018136666042930485,0.02407326611868566
1993-10-04,0.0076856403340077074,0.0831722970786179,0.039639779586133246,0.06228338751073066,0.025225624937816934,0.007334489749353585,0.027066219050516864,0.052208706343346796,-3.2247339004461686e-06,0.00026664643656969575,0.00426824335470521,-0.0032984124750888707,-0.01807283720569144,0.024091961015352235
1993-10-05,0.007685575546133593,0.08307400034987292,0.039415031586427146,0.06181562817620656,0.02520366497634069,0.0073393597912150745,0.026997184506101793,0.05206043649523242,-1.2458988565509154e-05,0.00025389613506747265,0.004522219560577023,-0.0033075822288605537,-0.018009180056300905,0.0240632854863866
1993-10-06,0.007685355846575227,0.08293072733587714,0.039194695416905435,0.06131740820172345,0.025186188646273137,0.007311123216001008,0.026965220798735673,0.05195381032552272,-7.798717966863402e-06,0.0002450906807959101,0.004767558521513989,-0.0033128010944151825,-0.01797094300015085,0.024048615145133012
1993-10-07,0.007685089481978837,0.08275589942375043,0.03895098904198506,0.061029062022067516,0.025158609248166205,0.007260449759759194,0.02698124333593205,0.0519407473064298,2.0969836211659357e-07,0.00024405871265925722,0.005011888148668821,-0.003320563566179195,-0.017939404558021087,0.024035890589468947
1993-10-08,0.007684966616843341,0.08272220758823579,0.0387359936162574,0.06067868492275437,0.025140426546698073,0.00719714446133981,0.027075420755669634,0.05200642551145414,2.1146576101979055e-06,0.00024558676683168713,0.005257587088525087,-0.0033303657922561327,-0.017903362299693908,0.024035132409928717
1993-10-11,0.007684333682027794,0.08262570842699068,0.038479424972043055,0.060358955929563585,0.025115224244629128,0.007122453524774851,0.027202692047470924,0.052188265971196045,-4.425560325175588e-06,0.0002380038329350181,0.005496126387726947,-0.0033409571385100583,-0.017877010450235705,0.024001019356580236
1993-10-12,0.007683971795862303,0.08269901938228219,0.03825319886991805,0.06004921557866718,0.025085436475509322,0.007044506812444695,0.02742087781781901,0.05241105231648978,2.612694339483036e-08,0.0002362223762645459,0.0057326055854058896,-0.003345457665538352,-0.017845327859511678,0.023986500226645387
1993-10-13,0.007683767668011977,0.08276447914420344,0.0380401127751263,0.05967635916514347,0.02506691833435951,0.006976126792604175,0.027626911768311026,0.05269944537239866,-2.3171109938208746e-06,0.0002328868842069745,0.0059656109563322665,-0.0033460787142171895,-0.017815375254551822,0.02396545111750222
1993-10-14,0.007683673188763553,0.08254736260965718,0.03785972892085838,0.05929916061645254,0.025050068242428156,0.00692333731446052,0.027714945989277495,0.052818842380321744,1.6027325735849813e-05,0.0002484454602938933,0.00621409853613101,-0.0033511163244617087,-0.017795793234899708,0.023957129094058446
1993-10-15,0.0076836200305373,0.08233154664305062,0.037693073156037406,0.05892653795932532,0.024966550341780667,0.006873786229599797,0.02778357201636921,0.05298014456252487,-3.5370553300645256e-06,0.00024464691757710577,0.006458762424770203,-0.003350976188348767,-0.01781056619556876,0.023929569585817122
1993-10-18,0.007683587023763276,0.08211497860000888,0.037485359583960466,0.05856370805777671,0.02483225352196717,0.006803012830116014,0.02789243940550849,0.053405652179644755,-2.5000668598177634e-05,0.00021948646432608685,0.006678255805405323,-0.003349783505463125,-0.01783309705502388,0.02390366787034563
1993-10-19,0.007683554757969357,0.08193254858997961,0.037305085077757934,0.0583379412240009,0.02473635277566888,0.006726773566312231,0.02798259236335172,0.053777601570693855,-1.7912254689967576e-05,0.00020141017459530743,0.006879670789550624,-0.0033524140730047717,-0.017843351431825777,0.023894714471381744
1993-10-20,0.007683519555975582,0.08167185778112623,0.037116755206357654,0.058086389213466684,0.024693685689606493,0.0066625577229188476,0.028093390591242634,0.05392974886931714,1.1999080583312135e-05,0.00021321937675428105,0.007092892998032127,-0.0033573754695171458,-0.017842850559723917,0.023890551071706782
1993-10-21,0.007683484281186032,0.08135078867827157,0.03690638162548569,0.05771394087859691,0.024671769037516184,0.006590142850254656,0.02815686958186984,0.053908167273770305,3.1947348309936704e-05,0.0002449682601225456,0.007337860888412011,-0.0033673347013313706,-0.01783882189965194,0.023862447945515272
1993-10-22,0.007683448046569514,0.08114475393062594,0.036700949212583336,0.057347272518757125,0.024699830131310208,0.006523005471864417,0.028315210554134565,0.053846994979832336,1.954220056855859e-05,0.0002643024930377139,0.007602159005296517,-0.0033642088631028488,-0.017855830869848703,0.02386009591430277
1993-10-25,0.007683419135040982,0.0808543926821463,0.036496345066365087,0.05688980412012137,0.02476714223142034,0.006443223227645914,0.028582945331445796,0.05382627110377481,3.972510273123785e-07,0.00026453205417483144,0.00786668447241569,-0.003363354322214586,-0.01785678368230504,0.023873877613243062
1993-10-26,0.00768338361681203,0.08076880749291257,0.03637285148549175,0.05651380056066387,0.024783946985730484,0.006363335132161793,0.02888845825976592,0.05377437330677832,-1.58940294246279e-06,0.00026273292592745353,0.008129405356352563,-0.0033584408929930782,-0.017855243156959855,0.023888020840361728
1993-10-27,0.0076833508649823525,0.08064616815882697,0.0362553214641962,0.056111161557649114,0.024788374294990038,0.006297997272141841,0.02912769413602316,0.053654979321655805,2.6318913527424474e-05,0.0002888551858907554,0.008418245432558013,-0.0033588674467658927,-0.017838981081236903,0.023869643334671176
1993-10-28,0.00768331347224568,0.08063488080969661,0.03620376254136918,0.055727124162465426,0.0247672002716849,0.006243178275349705,0.02941366341113175,0.05351484191767525,1.976845019534776e-05,0.0003083947136380612,0.008726617924887135,-0.003354466607587516,-0.01780601705413501,0.02383908174882378
1993-10-29,0.0076832767005349705,0.08057289870313786,0.03613100082211045,0.05543102468168161,0.024726122253432705,0.006190536941107708,0.029700612540008383,0.05336748561726806,2.1009008600903127e-05,0.0003291742686929566,0.00905576524509232,-0.0033456657428475372,-0.01777492973284196,0.023787087515542128
1993-11-01,0.007683234222763802,0.08055207962985787,0.036086119592050776,0.05512590116424179,0.02467140556170399,0.006122653598182608,0.03009990608030346,0.053202228201487275,-9.337124104602609e-06,0.0003195669792355987,0.009375295300783279,-0.003331846591487812,-0.017778378790289703,0.023755539088551502
1993-11-02,0.007683184097406602,0.0806558856832456,0.03603815486571691,0.05473690333105666,0.02459819084502851,0.006067811679057069,0.030460937575826703,0.05299537963806148,2.5759008445988572e-06,0.0003218192753869115,0.009697064126313413,-0.003324014082109388,-0.01778719773539907,0.023712269146704303
1993-11-03,0.007683144326255141,0.08062171919861205,0.03594113658751118,0.05436561348031102,0.024547601407653306,0.006009872986837831,0.030514564460702227,0.05289302442266577,4.0488979039217626e-05,0.00036205285446587893,0.010059071456731055,-0.003318912711653729,-0.017763768351837704,0.02366964061980439
1993-11-04,0.007683089766569029,0.0804559587112187,0.035810140510000706,0.05400411008464587,0.024520139352323198,0.005961752450978492,0.030627990083397085,0.05280199020004632,5.2367241794021534e-05,0.000414063148702842,0.010473062161467404,-0.0033073708323078333,-0.017745852995862815,0.023623952319547677
1993-11-05,0.00768282192146931,0.08029317725452359,0.0356913943161094,0.05363531584761053,0.024470273971353068,0.005931275361373425,0.030768931496810654,0.05247253843205744,3.982621605216312e-05,0.00045201320019453404,0.010924646218152494,-0.0033003281586954742,-0.017744892715642304,0.023578120786849437
1993-11-08,0.007682681383841992,0.0802829989631612,0.03561163105552022,0.05345729525026018,0.024419444468456807,0.0059167142937282076,0.031091004537606576,0.051889062089709184,4.995990875048811e-06,0.00045602631911392517,0.011380420827283109,-0.0033050240375185037,-0.017757414940721042,0.023519982811873095
1993-11-09,0.0076819105454827155,0.08025733765985998,0.03552135577682631,0.05323534210078743,0.024348419441871456,0.005899593661725411,0.031409708606442995,0.051535293312061074,-1.443797333561691e-05,0.0004357890865881613,0.01181458086388244,-0.0033097466364497377,-0.017753669435764556,0.023431067667520854
1993-11-10,0.007681767277518711,0.08018570056318657,0.03542132875010625,0.052963532113112645,0.02428291670014024,0.005884191618455796,0.03165364384523868,0.051076132988349975,1.1494880052580205e-05,0.00044621022137521135,0.012260458157607785,-0.0033116895142490895,-0.01772110589105492,0.02335907629312752
1993-11-11,0.0076817167535191706,0.08019364231184621,0.035353317543677716,0.05268905988188207,0.024249052576789724,0.005868789484034221,0.0318979764961008,0.05046528379477547,-4.567587726030957e-05,0.0004001516421166169,0.012660481023056688,-0.0033185268692831373,-0.017710062433384414,0.02329355846365972
1993-11-12,0.007681693784276567,0.07995372076442292,0.035270406377329935,0.05246011325523673,0.024243725895679972,0.005874357673666231,0.031858570001863325,0.04999603998068934,-4.500118654744032e-06,0.00039547412552711246,0.013055889326854638,-0.003307990287039638,-0.01767250890422454,0.023258590477147366
1993-11-15,0.007681674039425088,0.07974305646878554,0.03515218150689307,0.052201120758869284,0.02418669777709704,0.005867405903600262,0.032087501683595414,0.049695378129668746,-4.1487212343517984e-05,0.00035383310823219416,0.01340966044971017,-0.003297093664024511,-0.01764424327077704,0.0232025615603947
1993-11-16,0.0076816539654449515,0.079638091815936,0.03508299367299729,0.05201283886331056,0.024151825848813938,0.005861215049461931,0.03230463243333151,0.049107702464060494,-8.04841793786389e-05,0.0002731898947262386,0.013682782260888794,-0.003294740528384502,-0.017651117524059748,0.023197017886303326
1993-11-17,0.0076816380006961725,0.07951264148563018,0.03501869988017193,0.051867022996851815,0.024134612919156057,0.005852496709946357,0.03230998793932459,0.048655879433561096,-2.3569822575395992e-05,0.0002494922074782579,0.013932216474606723,-0.003289748812673736,-0.017644470102530747,0.023180480577428296
1993-11-18,0.0076816239393830065,0.07939132959666437,0.03492325668466653,0.05165217764977581,0.024118786823564015,0.00585155258507743,0.03221386191650356,0.04826348949313778,-2.5798157532308212e-05,0.00022358008771884016,0.014155741863992655,-0.0032800328967995986,-0.017614981966981125,0.023179304696706055
1993-11-19,0.007681611169651345,0.07924156723418525,0.034841206202381285,0.051428266297512785,0.024107101658108664,0.005842975743848696,0.03215931542471723,0.04785510531089681,-2.6634547834459057e-05,0.00019684061617300774,0.014352530000005224,-0.0032793249111817365,-0.017606340390105692,0.02317742892368705
1993-11-22,0.007681597136193318,0.07919229959836782,0.03479579206372205,0.05127968717907687,0.024060927896079772,0.00584007373808367,0.03212468724758547,0.047327214267133114,-1.6023186355078225e-05,0.00018070118907310994,0.014533170599750702,-0.003285702757744289,-0.017606467919661636,0.023177664559774595
1993-11-23,0.007681581084241034,0.07927734469240652,0.0348152772194366,0.05124849809078276,0.02398885596382662,0.005853341239405758,0.032043510718653564,0.04644176794594548,3.8767559002468877e-05,0.00021933523652595645,0.014752432829866886,-0.0032980450688516413,-0.017627118435947758,0.023159095674955364
1993-11-24,0.00768156715830153,0.07926361246510966,0.03479891037826866,0.05119613179388197,0.023925041865009548,0.005857750943704343,0.031986969910677815,0.045660202136154425,2.9131147310626448e-05,0.0002483489228866649,0.015000714031283006,-0.0033140503812299463,-0.01763187460023193,0.023149565469813126
1993-11-25,0.007681552443000899,0.07929891179627974,0.034800743452284476,0.05117271751191776,0.023902780454385864,0.005860040616541327,0.03192164883689118,0.044609665630936074,1.888842364347331e-05,0.00026710895210604467,0.015267744606187367,-0.0033436901775481497,-0.017659575689575793,0.02314297035150929
1993-11-26,0.007681537693910944,0.07931272143118949,0.03478388456196756,0.05108909265009859,0.023887561229436822,0.0058549060570780185,0.031906958534536116,0.043678040402527166,2.8810302584093354e-05,0.00029578449633162294,0.0155634418675493,-0.0033637550625566248,-0.017672064112998053,0.02312956278766125
1993-11-29,0.007681522471378417,0.0793318903885603,0.034765921128310034,0.05096943514488704,0.023887142212182248,0.005849681968280791,0.03191200120808507,0.042419718968254506,7.839028300297731e-05,0.00037402508427670193,0.015937362289317615,-0.003383852944975056,-0.017691831509231433,0.023099843882142992
1993-11-30,0.007681505509848362,0.0793941241146155,0.03476073445507354,0.05081679278017759,0.02387306388676607,0.005845466532386069,0.03194516856383991,0.04071592875491443,3.5439750669989694e-05,0.000409282095044681,0.016346504299102085,-0.0034185811535525574,-0.017728124630478053,0.023081041277688306
1993-12-01,0.007681488037143523,0.07943772752184622,0.0347325241805364,0.05057525210529925,0.023861791729993205,0.00583760824477209,0.03194285576934341,0.03943160407507269,-4.620300243578792e-05,0.00036287427432637944,0.01670920718352186,-0.0034381518765790975,-0.017743212697525358,0.023069775755282903
1993-12-02,0.007681475877695549,0.07943588172578736,0.03466416108220215,0.0502873760721816,0.023949362440890788,0.005820639619936793,0.03184994807019674,0.03860233765940559,-4.508845506851374e-05,0.00031763525907809327,0.017026705669912726,-0.0034445186315816426,-0.01774435704994985,0.023067492080065553
1993-12-03,0.007681465654702061,0.07933996440845346,0.034656991793255744,0.0499231866840726,0.024125089992455887,0.005801705645970487,0.03217755446066093,0.037887629727749415,-9.462568901866653e-05,0.00022287979298387382,0.01724946000853756,-0.0034534500077043583,-0.01775192128534018,0.02310833459585944
1993-12-06,0.007681456418941723,0.07925419078178665,0.034655913891508065,0.049545276809948954,0.024370486514603783,0.0057831732505939275,0.03233528360427535,0.03720461869886878,-1.9709225059179162e-05,0.00020305069026961637,0.017452388450794793,-0.003459959810283371,-0.01776899526937782,0.023150598837827573
1993-12-07,0.00768144560680967,0.07919519100470138,0.03463973954989065,0.049105481125731994,0.024778843988525943,0.005764562991072384,0.03236725741626498,0.03632376149555009,1.464832041037561e-05,0.00021755396796087635,0.01766978552125926,-0.0034651968055948433,-0.017793012069087368,0.02321504772734526
1993-12-08,0.007681426366914002,0.07917403611160818,0.0346013377008526,0.048735176550825626,0.02505933071677947,0.005747661319197195,0.03236619818165809,0.035478664450141535,-1.6515517973727996e-05,0.000200755275665218,0.017870191714031047,-0.0034722278887602672,-0.017821328387776475,0.02327005670875801
1993-12-09,0.007681399905703519,0.07909807555126587,0.034532367719241605,0.04836292295204667,0.02558244439670061,0.005723676848226073,0.032270249861885036,0.03466484698471858,-1.756773436502717e-05,0.0001827819805334028,0.018052426932450797,-0.0034774194552803796,-0.01785332130230062,0.02336879140372141
1993-12-10,0.007681375211407252,0.07899248836078437,0.03446489725158347,0.04799802841569893,0.026171930475749446,0.005692716794590944,0.03213788171305374,0.0339715580503785,-1.383735538266424e-05,0.00016858623716767317,0.018220544758811248,-0.003481053438023738,-0.017883502557149995,0.02347390045078734
1993-12-13,0.007681348718227225,0.07894466091345552,0.034358504375389155,0.04765018287983265,0.026446957933559074,0.0056680862312080684,0.03201413235282392,0.03326191115668668,6.95583123030121e-05,0.00023781277174594033,0.018458006660224967,-0.0034861681876953332,-0.017902222814671083,0.023505378545554043
1993-12-14,0.007681285126627836,0.07884618216447517,0.03423287577203668,0.04730671008708737,0.026776982633145676,0.005638813391430043,0.031923447481030286,0.03264749899279563,-5.7081534368909236e-06,0.00023112504581160247,0.01868680203495703,-0.0034869690343400667,-0.017924299337784385,0.02355074277864672
1993-12-15,0.00768109327218883,0.07883283064066399,0.034126411312055176,0.047042628560879304,0.02708450328105736,0.005620592350787829,0.03194384480980161,0.03199375027102676,-1.4730214685286815e-05,0.0002129161623872372,0.018885085802921208,-0.0034959389396241147,-0.01794558248358932,0.023590980954940548
1993-12-16,0.0076806672508607345,0.07876041261843329,0.03398798342520674,0.04682663308915007,0.02733988891881966,0.005612046851681076,0.031844147183586045,0.031402297883499714,8.226111509033534e-06,0.00021272773576682633,0.019043626775929336,-0.0035018684961727405,-0.01796497052971573,0.023629722400921104
1993-12-17,0.00767996489126197,0.07875468650839115,0.03385816816866996,0.04663360434228752,0.027507224365202275,0.005599151031320402,0.03169739529834963,0.030867075365163813,7.411464596220483e-05,0.0002723855497081271,0.01917666736630563,-0.003506851718039784,-0.017988423596328473,0.023668409408496464
1993-12-20,0.007679055338540877,0.07876036049020037,0.03368967129939257,0.04647532270241208,0.02768375153567429,0.005583332298779968,0.03143898764299756,0.03040638380582832,0.0001583434119500712,0.0004117428096767757,0.019288884059439123,-0.003507631959832216,-0.01801805029700491,0.02372234598138577
1993-12-21,0.00767884197837598,0.07880380224249657,0.033536474319793896,0.046229720612728564,0.02786829539113353,0.005561914670789358,0.031080811744908805,0.029793695623574933,4.27313129576947e-05,0.0004502238945443362,0.01942125489068978,-0.0035102633821276165,-0.018061705000418187,0.02379176232826029
1993-12-22,0.007677959935599937,0.07887698492133348,0.0334524469656841,0.04599948992453013,0.02807828163863354,0.005547621690555496,0.030890186606310273,0.029054824400652646,0.000687760140500514,0.0011192016328695938,0.019443498361899663,-0.0035216690897811537,-0.018086893141411726,0.02383841951628449
1993-12-23,0.007677372773491231,0.07896868119219898,0.03334957610920002,0.045749142895348385,0.02826427050314597,0.0055261677519879175,0.03065762384985711,0.02834529755341544,0.0009166393578501394,0.0020234154427522244,0.01947452368494193,-0.003523535063395262,-0.018102038714874494,0.023891254341885625
1993-12-27,0.007677056240625904,0.07904877043174571,0.03323393753636188,0.04551560857175905,0.028402867930405005,0.005499509188070027,0.03028862629056193,0.027683779975443835,0.0008508447381920387,0.002867671381650719,0.01950074466495779,-0.0035225279868135065,-0.018135802966114053,0.023945685652737636
1993-12-28,0.00767682215576973,0.07913733903800056,0.03313656028980042,0.04520756169982723,0.028526336270295983,0.005465385855754651,0.029946246642985973,0.026890024201378388,0.0008839442545664427,0.003746784908789198,0.019526451477372805,-0.0035229415793761455,-0.018178519075438576,0.024003334867031968
1993-12-29,0.007676606611432077,0.07920974933988138,0.03304139329370257,0.04496522181403724,0.028625809266131782,0.005435398864167383,0.029620277178578562,0.026208332590511838,0.0007568695029427612,0.004499184284942764,0.019546197141391285,-0.0035228141204168206,-0.018225103047832,0.024071290952291075
1993-12-30,0.007676415200974039,0.07924240832229597,0.032923578813351735,0.04471802782589232,0.02875683595367693,0.0054166136803614285,0.02911835633645284,0.02557395982118241,0.0005439703925967292,0.005039110502987334,0.019567131471464654,-0.0035322876880367724,-0.01828643826255247,0.024129936608168364
1994-01-03,0.007676217286481394,0.07926587780729735,0.03280960309439713,0.0445003628741575,0.028973486648521948,0.0053832123047613135,0.02878082781527181,0.02492995548876444,0.0003462518248770023,0.005381126561350778,0.019588674018415814,-0.0035432380943005277,-0.01834888443151954,0.02422256299017239
1994-01-04,0.007676038717124296,0.0792983457854241,0.03271105880581636,0.044295192715217535,0.029091559338886297,0.0053531187717529025,0.028494381586761326,0.02430919175631751,1.8535826266618142e-05,0.0053959104539169364,0.019597290825121298,-0.00355747395039869,-0.018407534712065885,0.024314321927879832
1994-01-05,0.007675874522392492,0.0793491643184144,0.03265388452121671,0.04414185754028491,0.02921581998239237,0.005328291125455725,0.02831904607455057,0.02363334772774056,8.434880719419388e-05,0.005476937154633337,0.019582555080097055,-0.0035720765442410914,-0.01845316924270237,0.024397500510976708
1994-01-06,0.007675745983378763,0.07938875726939776,0.03261082566582701,0.04398965099427224,0.029462047022796235,0.005310209807379972,0.028211626718291485,0.023156113298849874,-1.580051539472543e-05,0.0054586858486054615,0.019542596364849618,-0.003591104463014513,-0.01849270765783549,0.024486670677213926
1994-01-07,0.0076756450098538175,0.0794359331017293,0.03257986720993353,0.043796103556980256,0.029621409104364914,0.005295032538135995,0.028054795398569123,0.02266727708175103,-0.0001285651382863952,0.005328320302860064,0.019508176552758237,-0.003606999244398534,-0.0185309072873157,0.02456040682337582
1994-01-10,0.007675568079916295,0.07941361731817942,0.03250096000939506,0.04349279438240151,0.02982558869008185,0.005279431849075424,0.027740718082686567,0.022236385479260105,-0.00013217148922660903,0.005194884107496732,0.019509314510312237,-0.0036231078248833213,-0.018565168610689024,0.0246231480343702
1994-01-11,0.007675499121225329,0.07942606902821282,0.032443584926303365,0.0432052319696703,0.029912813555739656,0.005258637726433198,0.027453870175607697,0.02179902257296499,-0.0002566422358282078,0.004937181754062002,0.019512370170872893,-0.003632933017895365,-0.018611935974566122,0.024689084614495545
1994-01-12,0.0076754235150280955,0.07941830372614785,0.03241093181876427,0.04296481271046599,0.03002397094222495,0.0052397324904513735,0.02728768012897302,0.02136587261914514,-0.0003198723314563193,0.004616105362987182,0.019496244796902713,-0.003645547385717566,-0.01865166960073966,0.02475376574756586
1994-01-13,0.007675347024095583,0.07938325913475221,0.03236516320993991,0.042780847373534284,0.03018812034088821,0.005225831374498753,0.027188138663223303,0.02099604973612391,-0.0002541108069053854,0.004360781982129366,0.019474588262621908,-0.0036575256430950876,-0.018681662258980304,0.024821232135357217
1994-01-14,0.007675275087212776,0.07938871341168059,0.03235592781770164,0.04263943429203223,0.03021807005692297,0.005220279136256377,0.027155861015236062,0.020499641463472038,-0.00015662466809999035,0.00420305184749782,0.019433123897678352,-0.003676219916481423,-0.018696379766718015,0.024865048789425668
1994-01-17,0.007675212429879783,0.07943199794723073,0.03234859420068178,0.042596483350986765,0.030287135597446703,0.005219054539180102,0.027075884960831118,0.020057636472315232,4.877763335316195e-05,0.004250892622213856,0.01939920155180375,-0.003698029846296758,-0.0186891295626739,0.024901854187055032
