AsOfDate,Io_Bonds,Europa_Bonds,Callisto_Bonds,Ganymede_Bonds,Io_Stocks,Europa_Stocks,Callisto_Stocks,Ganymede_Stocks,Europa_Io_FX,Callisto_Io_FX,Ganymede_Io_FX,Oil,Copper,Gold
1993-05-27,142.99790547153455,-408.54556451517897,-198.32821508910115,-249.9990926077329,58.475422988326464,-46.88403207263052,-115.72926204426896,197.90301482270212,155.47632545696132,94.12724016702133,107.29487569375979,-45.195237035040925,-65.73512617241033,357.08940721404286
1993-05-28,146.73323881330603,-404.5132379511535,-198.68882227188394,-250.17694141037046,-59.18505111577832,-46.96912893883853,-115.76503458900261,197.68910593556257,152.30450152508544,94.03883848027326,106.51955507079028,-45.076502911214206,-64.39915058343041,351.7502194350701
1993-05-31,-146.69164218353083,-402.46837382016633,-194.4890650905499,-250.33876048079404,-59.08660931575271,-47.17778524032184,-115.72274498365188,197.61407612412515,150.29084415128517,94.0253992874847,106.39825345181622,-45.072200487565375,-64.7633831071157,351.700708218807
1993-06-01,-147.07333969735234,-403.9425985411644,-196.8246295171299,-250.31393785531725,-59.15245531878604,-47.177897954087356,-116.95646479998061,195.20702218014551,151.30174369628753,95.47801574617124,106.44387128854962,-45.12914825507365,-67.26038618778954,353.06442695605085
1993-06-02,143.90318109321404,-401.3968868982352,-196.86295733712174,-251.6672659647676,58.66759164940778,-46.9272778934965,-116.97215958448443,194.96161864596314,151.25316563079906,95.50058521703836,106.37119559558322,-45.70266732372304,-76.64315526169975,315.69451214606795
1993-06-03,144.0216657019252,-400.3635687890329,-196.23478542712505,-251.09691150981536,58.75083630292369,-47.22332773312351,-117.13770662375903,195.001476307957,151.423941317098,95.40424304977134,106.40965241234116,-45.66515438735057,-76.79953242960609,316.05304960097715
1993-06-04,144.10700683164313,-401.27711046393773,-196.33223292568138,-251.15057032818285,-58.97661363397665,-47.28204596515062,-117.60748435489745,193.53916715415718,151.38014774653544,95.78697452316001,106.43335259972622,-45.56444332184131,-74.62733921567703,304.9954777395765
1993-06-07,142.85480474028563,-399.564357621688,-196.3189701602414,-249.9459498431649,-58.876887823598075,-47.954050549143055,-116.89666197089949,193.061851439839,147.46954801767018,92.15356174702897,105.86888056131181,-45.701745573302674,-72.61364337314394,303.88107055950366
1993-06-08,142.56988158939745,-399.400928351157,-196.94570123353543,-251.8313242359466,-58.61138855197992,-48.936390872954384,-116.5526804030998,193.3981542486839,147.19354438655176,91.63654596816914,105.36153321544272,-45.46485675174993,-72.59291002734055,302.33845303112736
1993-06-09,142.29538655021605,-399.4369421755768,-197.00079675398203,-250.95524412157084,-58.498995083164814,-48.93059289344787,-117.73552741846082,192.26848691944022,150.60022144649705,92.35797186399292,104.6213712953396,-45.89431789276583,-72.63074931668864,302.6503433614847
1993-06-10,142.0209158907194,-401.3112322245435,-195.58463146590267,-251.23081650000063,-58.67000037759455,-48.71353657587297,-117.55363954133094,194.00088317864777,-150.3000592029968,92.35754166559678,105.175136925787,-46.01280732424345,-72.13180831012161,301.54888410038507
1993-06-11,142.0792733603726,-401.33170125336153,-197.53563418595309,-250.02738885735292,-59.01060419359764,-48.71718945620285,-118.32166000924178,193.98469895854922,-150.54820573341533,93.19003531663667,105.12987168304045,-45.764712536766496,-71.89320329484534,299.5851441763949
1993-06-14,139.94749762131266,-388.7000508401337,-197.72818900090357,249.99964378654477,58.882275595493,48.98043521301026,-118.72642738007275,194.35563746833495,-153.81375939412672,93.2839087755991,105.1539308657864,-45.39017946141789,-71.8571175744354,299.5451194049441
1993-06-15,141.4590324367039,-389.501654868696,-198.02988112006463,249.59175792867768,59.32782102310561,49.44786521412604,118.27095722923657,194.10311616336227,-155.304533739418,95.04147505614259,106.51374463232065,-49.008280044052206,-71.8622750782365,286.9842527128839
1993-06-16,141.47119368653227,-389.2700360400281,-202.33275943413412,249.47436979460218,59.30426865771202,49.4116658979612,126.07661998771697,193.16061670150472,-153.47734072015018,95.52352668160906,106.22107411989191,-48.592773550855064,-72.09036966011143,279.01210391931727
1993-06-17,141.73670530652277,-389.46609805113246,-201.81909232328073,249.4704576918359,59.341015119100675,49.76301433982475,125.9175692008868,-192.4560915913088,-153.20466661671495,-97.14782584559319,105.67064431720141,-48.27367313332444,-72.05431311952763,278.6512120009073
1993-06-18,142.0439879213196,-389.6535776993627,-203.6720551455675,247.92860710775528,59.33461746936726,49.810071383912295,126.3833058458543,-198.47642733366214,-153.2338581697714,-96.8024487858842,105.1668159342984,-51.506400528918704,-72.04948317770662,278.64956794889264
1993-06-21,142.23494779646967,-384.99154860781346,-203.49408615156864,247.88556946029482,58.93076261027734,49.777867783075344,126.48230524458467,-198.24352891994297,-155.0482281317949,-98.4894542232622,97.53485696475956,-51.6419627512657,-72.44333669923617,278.6767418741064
1993-06-22,142.06271621084818,-385.3099714071267,-203.0021479489633,246.59610884951113,-59.50408071256921,50.131262797270914,128.7771929775778,-193.46490301019662,-158.67095363413003,-100.85608789630012,96.32979200204157,-51.60222381647105,-72.3885346281969,278.6998200657432
1993-06-23,143.23768111785665,-384.8542325085037,-202.9350945179293,244.6537793042788,-59.502576811356214,50.00307032019736,130.10472300631875,-191.096887487589,-158.4732649846748,-101.23486387048104,96.39925063862906,-52.26803778679999,-72.23343715858073,278.4239171898014
1993-06-24,143.24617559998066,-385.84621064496446,202.56806291289988,-247.12791588897576,-59.87103695824785,50.73144852956047,133.45056666973719,-190.99561655799624,-158.52710156226962,-101.62196508083444,93.47478649142812,-52.330040629958155,-72.22833317154095,275.1025832691886
1993-06-25,143.66168735209519,-385.58228004664585,203.254231524606,244.79027072644607,-59.10698095680745,50.350822016428694,133.5809572206544,-190.4635580196351,-157.47418283206443,-102.00329301626208,93.43874458753749,-53.35017522914537,-72.37551743940455,275.01486308838327
1993-06-28,145.11400826188628,-385.54557615708563,203.1493569539962,-246.56195993574607,-59.109834861787014,53.96557995409939,133.531189660394,-190.79244278472788,-157.68331874765542,-101.71109660501739,87.00470268089987,-53.3654258559177,-72.37729700574661,274.19694590505316
1993-06-29,145.24219343715245,-381.65961800392813,201.59722286519155,244.7761243108455,58.60528883727662,53.68463385679968,133.33920317817632,-190.50901793227393,-157.5402394460031,-100.86479157283063,87.1536124952217,-53.42013984568722,-72.45950301657068,273.58679232213336
1993-06-30,145.48369601324592,-381.66589625777306,201.6032135113369,-246.09422067843775,58.68781359739189,53.76957886381702,136.87676814384406,-190.25260392249572,-156.9613546738166,-99.67741876558476,90.34243401334517,-53.37615653077786,72.0471416991229,272.56606810937785
1993-07-01,147.05832023673756,-381.76432257804294,201.42879357794195,-245.7002803066229,58.70290985024599,53.636077689502685,136.83329536020364,-190.2542381668647,-155.1096302269119,-97.94970311545272,89.96745283012002,-53.4373270137433,72.23394619359492,273.54298998284213
1993-07-02,147.7324633187101,-377.27373129851037,202.1544303242611,244.70110624146608,58.62358940456599,53.43723097228089,-136.78585779435352,188.91742843349883,-153.89366287419313,-95.9964823617876,89.81780414625996,-52.32117746419098,72.18728876678418,268.79377575099153
1993-07-05,147.49002897336632,-376.15419586884497,215.5043206996818,-244.7830969363548,58.702472907643696,53.50384054845579,-133.87575339266462,-188.93102907677508,-153.9265095000496,-95.81599278499128,88.86903076838779,-51.21257770075775,72.2123260440002,269.55179375961313
1993-07-06,147.4900259518162,-375.7631201672405,215.43172917769684,244.44749632365568,58.70247649795395,53.44335478079474,-133.14709027292454,-189.864049385135,-153.9265095000496,-95.81599278499128,88.86903076838779,-51.21257770075775,72.2123260440002,269.55179375961313
1993-07-07,147.03242399897908,-375.9723567868368,215.35104381432143,244.09478051776327,62.20017414170916,53.25801310442547,-135.9465293792955,-189.5020248975256,-158.83917446489008,-98.51346412636487,89.02014054856254,-51.95906689394083,72.17103539684821,267.1680754931626
1993-07-08,147.97548444421585,-376.2105161293311,215.2232044980863,243.83243685845605,62.086566315030076,52.6960230212845,136.03049797315435,-188.99817290551675,-159.45342807297249,-97.97818631760732,88.36344893733555,-51.7651077097635,71.78844510793179,266.34896882899
1993-07-09,152.37106654624398,370.93766751416325,215.37163245238665,243.80596863180867,61.23816352368468,45.4323585831511,137.42973122641845,-188.91931264501534,-159.88643710767872,-97.91467175589244,87.85348312479451,-51.66186304162855,71.54817889297274,266.1206253424886
1993-07-12,152.2576089644576,374.90197842863864,217.0161148449369,242.94235490749713,61.49965056524673,45.18511503298041,-137.27444231961016,-188.21862571400192,-158.3521582918716,-97.41402395900481,87.07275512642218,-52.217756236354525,71.0779614963247,265.4184760772176
1993-07-13,153.50462179361784,376.4839652622729,216.33737862595555,246.1393668087429,61.55245428710623,44.55802417416893,-137.26822741668698,-188.75241885557398,-159.97401792783657,-97.44461795383829,89.5685399592068,-53.077716086536384,70.24062742015218,265.0597896956549
1993-07-14,160.50218021041337,376.2064618066755,216.49308451508088,245.87198471711534,61.54706165655834,44.94179206702293,138.4184346181448,-187.88535510302088,-159.28148609722024,-96.33500205014433,88.50496197952688,-53.7263913547736,70.18216779434871,265.0891678760212
1993-07-15,162.10123491361986,376.11320511057414,216.00690435270715,251.34217243183497,62.82910771619783,45.395918660131734,138.43050920496347,-187.88547336709794,-159.61821058070632,-98.5352686530482,88.14534670038678,-50.80672755678715,70.78265612212971,263.2961505652024
1993-07-16,162.52098560344314,375.5063075190411,217.33936912540858,251.5771122552516,62.816033804853795,45.709599104762816,139.07079010804446,-187.97047417854122,-160.0765137393544,-98.05124655026951,87.59664646081738,-50.607598610549516,70.93377474052457,260.4108476365319
1993-07-19,162.56261742931613,381.9398197228042,217.837133248372,253.51459890306847,62.60450219963934,46.73339817828829,143.77707565745357,-187.61300171549706,-160.34848176041547,-98.08941353871498,87.70442662098294,-49.67248096013141,70.78811987907119,260.0524879795229
1993-07-20,166.5511362819147,389.983199772595,221.69818355605372,252.97599098786208,62.702895613098185,46.33039690140527,-143.92982127821423,-186.8851497924818,-160.5280285910785,-98.00276229121857,87.12595650833576,-46.91125552961913,71.27801307280073,259.84871663796685
1993-07-21,165.59200482168873,390.4893210505669,221.7226764639646,253.62986907558374,64.01220215829169,46.35214343233125,-142.11462377152347,-186.87824111807814,-161.90237753446223,-97.64873808502293,87.54364753064675,-46.361848518843686,71.31114205713082,259.36948713120154
1993-07-22,163.9902923621983,391.3434894642499,220.5956910733735,253.72355964201938,64.15712521351517,45.98125393781473,-145.56799058975463,-186.9197030522982,-162.2359841261283,-97.66518804004116,87.92254011063439,-46.33059421074276,71.29821662785204,258.90672427618654
1993-07-23,162.3560100754717,389.4716390414747,220.74984027364889,253.61761117061047,64.30641921118074,46.05097169476533,-146.25559687604917,-187.0030635956682,-162.464661996117,-97.73569244694569,84.85795729479638,-47.68498905598361,71.39611906439912,258.7762931860283
1993-07-26,164.36624910482084,395.25481476905975,223.76941819156752,252.47189010171346,64.20178079729645,46.004907870963805,-147.156667079228,-184.3936063649697,-166.93417240389266,-97.75868139014287,85.10653576920699,-47.72337358168619,71.28284679324732,258.73067583228465
1993-07-27,164.28783455309812,395.16362662287094,224.1595940025887,252.62506904496533,68.68586315050926,45.34957233304853,-150.1561402282405,-195.71685331986313,-166.9511508131443,-97.81751747258241,85.37245430024923,-47.358355733926125,71.29447447338951,258.11986139287603
1993-07-28,166.14240347407727,395.97399626909714,224.50223596812452,256.33222169765855,68.73359788516329,45.73840708491868,147.8440215752898,-195.67458988718536,-166.98119751823845,-97.26464060965331,85.5009281729774,-46.99509882018461,70.98815811444922,257.73145860831056
1993-07-29,166.44533964388523,398.7351644286021,223.8332129282929,256.5612083440727,-68.86742345450841,45.549846892213345,147.87810669688892,-195.58002831180036,-166.35618426650623,-97.23614278288345,85.511294455815,-47.27662293337747,71.22672596311057,256.06708698669337
1993-07-30,162.42439661911502,398.57934071933335,225.5293473536279,256.45780516675353,-68.92572763077413,45.64181195230276,145.9451806488433,190.68682439944885,-163.23735883198148,-96.61791111357769,85.34782177433084,-47.62068547093307,71.5763845626965,255.89228809401732
1993-08-02,169.5130985488472,404.6903728501725,224.05914057331054,255.68984265989198,-70.09165129513731,44.380114151244015,147.42705822868453,-190.95570344098067,-163.24353772321558,-96.60314073147362,83.18560494646151,-47.490716824354635,71.67899513596844,243.90978994712586
1993-08-03,170.00083041464592,403.2304653419164,224.04118566002364,254.93653933271457,-70.34007319506941,44.21458769215367,147.28086031667928,-190.8150758564528,-156.84244559277735,-95.14791352540128,83.17113829494923,-47.49742694134192,72.25556527093697,244.1210303836545
1993-08-04,174.8572256300182,399.1498544887589,231.75218620822264,255.68070650550192,-70.37797631800062,43.14190985990787,147.58481622408885,-191.158063770549,-156.84377855763293,-95.70854097661024,84.29877489761081,-47.417772560163854,72.03047452007559,244.0380922502194
1993-08-05,175.34535071424008,401.439965698145,233.4373709046018,255.56159464874662,-70.791550676134,42.98420054780575,148.61993779419444,-191.99993125092735,-156.81857796254275,-95.71092096959914,84.2259774352983,-47.414989600539926,71.94553853963167,243.69932222525588
1993-08-06,177.97421839334422,401.81122676449996,237.41421465959334,255.63847232268787,-71.59811645295423,43.14714989753564,148.6629470818581,-194.99858479612303,-159.24036392782048,-99.70527225665653,84.5948037363957,-47.23993447210308,72.07080743555177,-206.70521142591411
1993-08-09,178.24338265243367,399.7815325867702,234.47944965740783,257.8399649015222,-71.85235120058665,43.05832876260273,147.46153619391887,-194.64396845082172,-157.95656769695594,-99.82520260711237,84.53863198403968,-47.179604488684106,71.90058480775538,-206.1855252217291
1993-08-10,177.69259551197806,402.01211627075025,235.90481607851228,259.1837835857147,-71.78775020725553,45.10203710382878,153.28544726565028,-194.90160609747159,-158.0056065292296,-99.80192562563845,84.45878176878827,-48.0948031409364,71.07678661263279,-205.25702757773908
1993-08-11,179.06980942863362,401.36900264202467,235.9726394970412,259.3320337694289,-71.79753494446337,45.290007024529295,152.8427400873108,-196.63805995863788,-155.9982069096604,-97.79764663696362,84.57270018902715,-48.44560333655256,71.03367696153924,204.5413518579914
1993-08-12,179.62296627220803,401.4164349545439,231.52723418742067,258.9135702340937,-71.80325412034458,45.47683744019486,149.7865546111392,-195.11969739629552,-156.13691741946764,-97.8816436282153,84.89637926513034,-48.13062827069012,71.09755407453548,204.09028500209018
1993-08-13,179.96084429890627,405.4408404535894,230.04792159644384,263.68547386808893,-72.22414025384649,43.27105557660321,149.94136255241924,-196.17364301919338,-155.93028567758208,-97.82646172226472,84.85368455389536,-47.91376094294824,-71.08544550287215,-200.89741608771453
1993-08-16,185.11156191608134,406.2639922205498,226.4842995989409,259.4763243933701,-72.84608556832927,43.29001038315282,149.93965518353744,-195.90024908692325,-156.2781117569309,-98.39122700703173,84.19189362924911,-47.909916091545504,71.6612904862094,-200.87043908039306
1993-08-17,181.0380531566748,403.8441791701689,226.1213329665345,266.4332673915209,72.94483898711849,43.50164549639904,149.78877024894757,195.12068124929564,-153.01377618442675,-95.82236741481792,84.20364002851542,-47.685449668103956,71.63140631940462,-199.62449635190498
1993-08-18,181.68807110252973,403.5794132353042,224.3078746944714,274.8318545868499,72.88305715693373,43.63529879997507,149.57370303893555,194.96924005644516,-153.1572219182657,-95.78983895873829,84.05408778518957,-47.67396232706354,71.6403534557208,-200.755757161513
1993-08-19,181.56148223442617,404.7683397622991,230.4981643987462,275.38476531127293,72.57963260896285,42.77000674529839,143.95544621486218,196.8961004634334,-152.6898038165029,94.59044062604318,85.27464372043676,-47.4960339180579,-71.42537238287863,-200.02632701875342
1993-08-20,180.40263099539564,408.6282476761142,229.17833543826924,273.43620641894137,73.14385522990483,42.97638452771603,143.6849181267264,199.88278796501456,-154.30905647796277,-95.09211302457108,74.00683019734585,-47.52225686914685,71.33639823451765,-199.4504602671363
1993-08-23,183.20734985922502,410.1985436376922,230.10468699685,262.6253687371961,76.61772694025638,42.75347399847046,144.02549865246107,-204.42013465693245,-153.83902965304472,95.157654881091,72.89248175938012,-47.59877495087513,71.4055303015361,199.52999488332244
1993-08-24,184.57375987550952,409.8995318329206,233.51630616760616,262.94314334495226,76.59114914497911,41.28780447876932,145.47810321749935,-203.36136139282084,-153.57558806415227,-94.83053373557391,72.09360473121139,-47.40379529908596,71.21416983626068,199.67689680556344
1993-08-25,184.25955031782905,418.3262185723241,233.8266377900962,262.5929221088337,75.07906938752386,41.23869753861464,145.6412999529433,204.08642215269617,-155.0706602744934,-94.95784395469686,72.03974664502039,-47.86085997815695,72.14210666331623,199.66373546980785
1993-08-26,183.56450902157647,415.7625029620566,233.70953582965325,260.0879078800776,75.0975626938156,41.05256346346689,144.14906008580908,206.5939159993768,-155.10338599754482,-94.1814512046871,71.38434074418439,-47.885860367518816,76.39460427051841,199.65774231068423
1993-08-27,187.31253449996714,415.4324458782623,234.55682746075075,259.78264018799575,75.11133440683273,40.76276689712899,144.15347110508566,206.61391858402976,153.6859249218382,92.02177485365091,71.27458652091543,-48.02260899832515,76.78918219669058,-197.76563028280347
1993-08-30,186.23698174234195,412.6837985727316,224.8526028389949,265.028756775101,75.10600131836547,40.75063165612209,143.95390228337195,206.09082654056675,153.6584291137506,91.81138641300092,71.12484952308105,-47.26454856032284,76.63883237041051,-197.59986679245355
1993-08-31,186.61886738367372,412.68379655961945,224.852603038641,264.2730415910747,77.48711882722263,40.42402113645452,143.9539048667405,205.83033894210425,154.49101939028247,93.08591846311178,71.24757535114234,-47.52154974297333,76.7873306130797,-197.3069594943346
1993-09-01,186.88023906598738,414.5364426121669,225.6164017847372,264.78550813757215,77.45509605261634,40.11164517089553,145.85385718484036,221.76456390114387,155.46386562069065,93.23969191408514,71.00105930655945,-46.95192213630803,76.8324341721253,197.26078048379978
1993-09-02,187.32459270129152,416.4617292598362,231.4786994211495,265.8809632724899,77.42818698558405,39.379986489068735,145.810629435305,222.6470864395539,154.86926567633296,92.87709774951782,70.97555603532042,-46.5286141495845,-76.2643816841843,-197.7249053000634
1993-09-03,186.56235695512447,415.922872652371,229.79732019390974,263.6912531755664,77.23709039590145,39.3391013208026,145.64132376195153,222.90282653706151,154.07310995441136,93.24867489304566,70.975710137628,-46.707188785387,74.49510026813635,-197.0555881286284
1993-09-06,180.17346772801685,415.6338731855033,234.58199212032736,263.6055244725582,77.23723827655071,39.35123059954221,146.00776956261575,226.98846948231264,151.53836375636007,91.93961842444351,70.40607604948562,-46.46874909068215,77.1239358654089,-197.5493783806614
1993-09-07,180.48485132792092,414.1655209571963,234.7770230331921,260.14186001199414,77.67396045624179,39.33247726484895,146.08669474339771,228.01202325317215,154.0549041397591,92.82139045098553,70.72212054391746,-46.52828599611021,77.15815151934342,-197.63469283176414
1993-09-08,178.70003056553054,416.259142851399,233.6061250603127,261.86417310338913,77.13273109655981,38.77858247089678,147.0067126475605,227.92308445024204,153.49711539799824,92.47318884596122,70.80089870716169,-44.655629030047045,-78.83202907786678,-191.57099264160732
1993-09-09,178.61011256545194,420.87149743898374,233.96258778809351,261.8584566372679,77.15286122007602,39.19550966414455,147.4721685735685,227.98460850817204,153.83861229567245,92.70466104080228,69.88662536718562,-44.66058357294612,-78.99804062369405,-191.50045311439783
1993-09-10,171.72955692100967,433.010298263957,234.13418107532013,262.00138630336403,79.08700097398292,39.173992331970474,147.5781244988029,229.22269237153822,152.38688034012608,93.02260979739724,70.09282346142793,-44.85259177378627,-77.8445973007722,-191.36968072904367
1993-09-13,170.10663981145848,446.0130047377123,234.74650267038442,261.5618522497208,78.02191629064733,38.89304969955306,152.3873018761363,229.67403921994705,154.9180012237076,94.43657176603475,69.81757735588013,-44.812540613590016,-78.67554123605129,-192.61794001083885
1993-09-14,170.75807518492232,455.07754614109047,234.70423888786482,260.48605886965277,79.27134217937751,38.8306818614664,153.08356320672718,225.1590714854486,155.5427874039663,94.52186760760682,69.81637759385399,-44.68858501374814,-78.66978749622216,-192.34938359159335
1993-09-15,168.67880996051534,455.7415828408071,235.09725260270858,264.498538421432,80.65210869503441,38.854474490253416,152.9076035509492,231.53333060684193,157.1212158601309,94.71080577852211,70.08371299581309,-44.759220084993906,-78.65250976664443,-192.2890720612668
1993-09-16,168.68916361920907,456.81947019032157,222.5558375902848,287.27240421108536,80.5526077983225,38.59777680830703,151.52172031363338,234.13657125043312,155.93655237018768,94.70186182866082,70.17514507947084,-44.70721603716598,-79.23951726959227,-192.36348910211592
1993-09-17,169.13999066760033,467.8468823061004,228.77669435939885,282.9728604085344,80.76965086089086,38.600101288442126,150.92796355952973,227.29815409303748,155.72368888575443,93.78414639440065,68.99080681538385,-45.38763037224247,-78.73290904364856,-191.7924949826206
1993-09-20,170.28038179050665,453.9277728673662,228.52124020441147,283.23652678324856,80.61253305476461,37.9710695991885,152.89891560770823,228.89813837541942,155.35289784706566,93.78594280326517,68.96104856106648,-45.222234011143776,-77.65015175359515,-191.94255015989137
1993-09-21,172.695393004387,453.87253784239414,227.9302910577071,283.10038491716915,80.56441489254496,37.145224472801665,152.53105040053174,228.54609829632616,155.4776764301394,93.9968048773167,68.96033107704186,-44.29620091288268,-77.25788631977976,-191.83329104833152
1993-09-22,172.56558495570445,452.7824774270379,229.26414665963924,277.1720865634467,80.38964605070599,37.00879133289746,152.4700553904805,228.09680123025737,149.74275590623702,92.7136717514787,67.35739646931503,-44.43875072149074,-77.22723194779354,-190.28798939886647
1993-09-23,172.45554281066197,447.99938567868173,228.7864769089058,275.88224724702854,79.05686275467201,36.1385974214991,153.79530244334518,-226.58942246433404,148.74062891062746,92.59113141152744,67.23487548589883,-43.9351876946947,-77.24705731645192,-188.75528914971977
1993-09-24,172.60688413508612,451.05157311701504,228.40306906049875,284.04425837527816,78.97714713171082,35.71886242274898,154.23316637407996,-228.01014486126195,147.94156934921747,93.02760117165313,67.27267087600475,-43.932120930833285,-80.36519716090979,-188.4580063352185
1993-09-27,172.70259021897658,451.0522397967439,228.71031388460895,282.43059599169794,79.24251450712345,35.117185329450095,154.72888294372285,-228.77486519256465,148.30055202300338,93.34489855698173,67.3044096296803,-43.91198889488541,-80.25807224224319,-188.92940870186683
1993-09-28,165.73510857534225,443.1760269189603,228.50039633325014,284.9852643515893,78.34707945487337,34.64194599913131,157.49888590015206,-230.1643259522024,151.71064558806,97.944672529955,67.88521206485945,-43.77692989901164,-80.44607108375429,-189.0673406471273
1993-09-29,165.7303799838834,442.38025712930425,228.2910590290661,283.77388600061613,78.44718384241607,34.67505814656208,156.71907056330332,230.4903726078409,150.70282114312124,98.27300740281446,67.57864895229835,-43.65820580354308,-79.73484807146072,-188.82958791994514
1993-09-30,164.32783028127716,447.7380403170224,229.17982693696055,283.57704254153344,78.27815473118949,34.771834612139386,159.66067976563693,-235.61709392351656,150.8915736940899,98.49188930300652,67.57868586759835,-42.25184529485102,-82.23310620718796,-188.084546705536
1993-10-01,165.13193604075045,445.35607856804194,230.49580778440787,282.28147886411983,80.01216694946085,34.80248631341581,160.31997257508834,-235.69843411880674,148.84749536707173,-98.24679300800186,67.20165330968767,42.89772200720233,-82.00184101702384,-195.24918820561402
1993-10-04,163.46053377470682,450.20173878551753,230.93993235609923,282.5276691417735,79.27401967235093,34.81342654924247,159.53485471823726,233.53107396623176,150.20285358508906,99.19159023070952,67.55626162581136,-43.15608297775812,-86.20227475862241,-195.82765597022922
1993-10-05,164.56011464403565,449.4636368145246,230.64207541738745,282.6341250293272,79.29856437814387,34.75435267005029,156.06120824623136,233.56684147867313,150.87514047200386,98.96024904228229,67.66639894264517,-43.04620332144059,-86.16571847287022,-195.77710816443468
1993-10-06,164.9158744950137,446.6658319464472,230.0899345192287,287.2788058478709,79.24525700466866,33.20400512484598,156.149909706914,237.72544275946404,151.5788738945033,98.95818723058794,67.67194226226873,-43.177817303775164,-86.10544586612392,-196.60557907612386
1993-10-07,165.9077326590348,446.2697042487265,231.16637459859342,284.5838438855757,85.10819222668606,33.160376555787906,159.2214464241319,238.23502322880913,151.61318475642412,98.93822129825273,67.85434680378881,-43.179245534869644,-86.05189785191548,-196.7990671197081
1993-10-08,165.95445599869677,446.0967826767127,230.8699732124868,282.60305789030065,85.28285478263723,33.102322066718266,158.94318219639948,-237.43135100129018,152.19974507856526,99.82693513990654,67.67111558663865,-43.35286594730215,-86.92423548908319,-196.70928140968138
1993-10-11,162.57841061744097,445.36210102544703,228.80127342343022,283.29797681960804,87.7584912059052,33.09550039843228,157.95930344000112,-240.57335967631684,150.62881670762982,99.84833038951356,-67.264808544533,-43.34154677663976,-86.84295161420035,-197.06044349526766
1993-10-12,162.60049516178736,446.9306129797041,228.6927994086105,287.79341760330755,88.35570245301169,33.11080803476851,158.5552025682515,-242.1297186630811,151.1743411377203,100.04741472451224,-67.28659728179878,-43.440428238519125,-86.96245578649311,-197.29594200868962
1993-10-13,162.44680091830176,457.1146547016865,228.62787385376052,287.466990097771,88.4273955286331,33.152326019927685,158.60291561057628,-242.90280954057306,150.72284663227705,100.12657448591912,-67.72264473687703,-43.51050370443258,-87.11889401887791,-194.33979821182868
1993-10-14,163.0659160976053,459.890654609743,230.085585808312,296.7676948008588,90.97519497915596,33.15614843318004,157.99075830627385,-244.5577207343152,150.30120824211613,99.76265474252519,-68.02595969328014,-43.503788084986034,-86.08093155214777,-194.37683723284587
1993-10-15,162.256884478104,466.20294362730493,228.81076005762367,296.5008620308102,87.87468560573015,33.16801703211756,157.99674359844911,-244.7783001550066,152.78208985743262,100.09174315735311,-67.54334970024635,43.57002748224574,-88.56277312285873,-195.10082633644313
1993-10-18,162.63175350079598,470.24732716920573,234.08854971349166,296.4383000787195,87.6799444326969,32.807458210102666,154.52241711897247,-244.44961290986294,155.07488520754066,100.06250485944386,-67.56494560284075,43.414210495836315,-88.57965787680568,-195.10764999788336
1993-10-19,159.6059488582301,469.7024353297728,234.02679214671173,293.3601403132056,87.56910465153146,32.61731050311789,154.4368545086345,-248.25042158542345,152.1419181915133,97.949975200628,-67.54295511240285,-43.30955658719189,-87.72697240229476,-194.1421035543628
1993-10-20,164.0288874911124,473.58106792293694,233.57681184092093,292.9576279052385,88.26974659989183,32.67706332761017,154.9235509100015,-248.79307999387768,152.13029397149683,98.38204605636761,-67.5408969698531,-43.51287360729297,-87.70127860901862,-202.11232414068408
1993-10-21,163.98113457567914,475.0499946121842,233.19638646413972,289.2831189005686,88.25113327447605,32.55257560040712,153.10289188357737,-248.72074740380623,152.3506960068258,98.52288209022285,-67.52917159576609,-43.54778133243489,-88.07004873544098,-200.33258985159094
1993-10-22,161.3747255894611,470.23346852581847,233.15631197852352,289.25214731607605,88.24299333787631,32.52618396285183,149.81215076118096,-251.83431837051612,148.85262190212308,98.32581955320552,-67.22028621609117,-43.771452672773854,-91.74615106480836,203.38496605683835
1993-10-25,163.68340867924417,471.8499312583427,232.6224975345993,290.46136679975825,87.96468430426587,32.01832260309913,151.13505190067212,-252.08755857086703,152.93461568545743,102.23104111713108,-67.3670140294863,-43.45716760486131,-95.91292897353955,-201.27711122897023
1993-10-26,163.38206541707456,464.970526082915,229.37328949242462,290.530659010496,88.79012093739968,32.15561301122953,151.00002775085414,-252.17504202862895,152.9294460090543,-102.73953007656013,-67.42666493649509,-42.630265880218545,-95.93984547065162,-200.94498745896587
1993-10-27,163.1716355562494,464.82493858625037,229.0204031219727,290.23456030851634,89.34513160183624,32.037222410085334,149.6150942190866,-245.59413471582755,153.00882555004534,-102.74936681853718,-67.63691426545785,-42.67818219203566,-95.80940634364215,-200.6951901271661
1993-10-28,163.72413948619206,458.99655649289076,223.1400099192261,289.5127669339942,89.25795004729584,31.97212249065783,150.22044426492747,-245.59413488922436,153.54006215554534,-102.74526694543987,-67.57475302788457,-42.64683319917532,-97.02323674519964,-200.9317785677215
1993-10-29,163.49433008440624,457.8981414998291,222.76641140258698,291.3382886706683,88.67721979721307,31.95969077848243,150.10740988646583,-242.9953105110925,153.59704108864793,-103.04128936739568,-67.47570905506088,-42.902093903117866,-97.52371150451516,-201.5261910010974
